date,user,reply,parent_thread,text
02/12/2020 16:12:48,NathanKhadaroo,https://twitter.com/NathanKhadaroo/status/1334153550486769665,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras tidyr::expand_grid() is really useful for creating new datasets to see how fitted models perform on new data!"
02/12/2020 06:43:45,sleepydatum,https://twitter.com/sleepydatum/status/1334010344704905216,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras @hadleywickham dplyr::anti_join() is my personal favorite."
02/12/2020 01:19:24,dragonflystats,https://twitter.com/dragonflystats/status/1333928718172098560,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras out of curiosity - who are the students? CS? Health Science?"
02/12/2020 01:22:25,tladeras,https://twitter.com/tladeras/status/1333929477496205312,https://twitter.com/tladeras/status/1333480918158254082,"@dragonflystats Biostatistics students."
01/12/2020 19:15:14,eulerdiditfirst,https://twitter.com/eulerdiditfirst/status/1333837073636274176,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras Writing your own tidy verse functions from chaining tidy verse functions using {{}} . Seriously feels like a super power sometimes"
01/12/2020 18:34:13,pedro_tfonseca,https://twitter.com/pedro_tfonseca/status/1333826750749487105,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras dplyr::near is one of my favorite"
01/12/2020 18:28:52,daniellequinn88,https://twitter.com/daniellequinn88/status/1333825406739345410,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras dplyr::uncount(); tidyr::complete(); tidyr::fill() / replace_na(); stringr::str_detect() / str_which(); lubridate::ymd_hms() and related functions; ggplot2::labs() - so simple, yet under appreciated!"
01/12/2020 17:52:54,AmeliaMN,https://twitter.com/AmeliaMN/status/1333816354168741888,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras I don’t know if it’s less known or not, by tidyr::separate() is very useful"
01/12/2020 18:04:16,tladeras,https://twitter.com/tladeras/status/1333819212633030661,https://twitter.com/tladeras/status/1333480918158254082,"@AmeliaMN Yes! Very useful. I do think that {tidyr} in general is less known outside of pivot_wider() and pivot_longer()."
01/12/2020 18:32:17,ElinWaring,https://twitter.com/ElinWaring/status/1333826266223534080,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras @AmeliaMN Forcats is also not as well known but has tons of handy functions like fct_infreq()."
01/12/2020 17:43:01,rdh_CLE,https://twitter.com/rdh_CLE/status/1333813865168199681,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras Dplyr:: first and last"
01/12/2020 16:38:06,IamBugsPotter,https://twitter.com/IamBugsPotter/status/1333797530673442819,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras I know it's not official but several times when starting out I would start collapsing things using dplyr before remembering I could just use janitor::tabyl()"
01/12/2020 16:42:38,tladeras,https://twitter.com/tladeras/status/1333798671838711811,https://twitter.com/tladeras/status/1333480918158254082,"@IamBugsPotter tabyl() is the best, along with clean_names()."
02/12/2020 01:18:15,dragonflystats,https://twitter.com/dragonflystats/status/1333928430426075136,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras @IamBugsPotter i love Love LOVE Janitor"
01/12/2020 16:29:19,aosmith16,https://twitter.com/aosmith16/status/1333795320753389569,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras I try to squeeze in dplyr::n_distinct() to my basic intro.  In my experience mostly useful for data checking/qaqc (i.e., becoming one with your dataset)."
01/12/2020 16:43:49,tladeras,https://twitter.com/tladeras/status/1333798968858349573,https://twitter.com/tladeras/status/1333480918158254082,"@aosmith16 Yes! Super helpful. I currently use skimr to give students an overview, but that's super helpful in giving single variable summaries."
01/12/2020 15:47:41,harlananelson,https://twitter.com/harlananelson/status/1333784842392113160,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras @hadleywickham Why would you want students who are just learning r to write about some obscure function?"
01/12/2020 19:31:32,tladeras,https://twitter.com/tladeras/status/1333841177347379200,https://twitter.com/tladeras/status/1333480918158254082,"@harlananelson @hadleywickham The point is for them to learn on their own and teach others. These aren't obscure functions, they're just lesser known ones. ; ; I can't teach them everything, so the more I can teach the meta-learning, the better they will be off in the future."
01/12/2020 15:37:48,WireMonkey,https://twitter.com/WireMonkey/status/1333782356495241217,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras I use forcats all the time. It's especially helpful in ggplot when reordering an axis."
01/12/2020 16:44:39,tladeras,https://twitter.com/tladeras/status/1333799178418360321,https://twitter.com/tladeras/status/1333480918158254082,"@WireMonkey Definitely! {forcats} has so many useful functions."
01/12/2020 15:29:25,foppoli_luca,https://twitter.com/foppoli_luca/status/1333780245896335360,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras @hadleywickham tidyr::fill() - extremely useful when creating a usable dataset out of a spreadsheet originally built for data entry, in which redundant informations are only reported once at the beginning of the group they refer to, rather than in every row as needed for the analysis."
01/12/2020 15:17:53,SorensenOystein,https://twitter.com/SorensenOystein/status/1333777343119241216,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras tidyr::uncount(); tidyr::unnest(); dplyr::ntile()"
01/12/2020 14:51:27,randyboyes,https://twitter.com/randyboyes/status/1333770688818188288,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras dplyr::coalesce() is so handy when you need it"
01/12/2020 14:39:03,Airrock_TheRed,https://twitter.com/Airrock_TheRed/status/1333767571460468741,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras I personally find case_when(), select(), slice(), and separate_rows() very helpful."
01/12/2020 14:28:11,TooSweetGeek,https://twitter.com/TooSweetGeek/status/1333764835344052224,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras @threadreaderapp unroll"
01/12/2020 14:28:16,threadreaderapp,https://twitter.com/threadreaderapp/status/1333764855824871424,https://twitter.com/tladeras/status/1333480918158254082,"@TooSweetGeek Saluti, you can read it here: @tladeras: Hi Everyone. I'm teaching an #rstats course next quarter. One assignment is to have each student write about… https://t.co/PJH3wqv7aO Share this if you think it's interesting. 🤖"
01/12/2020 14:23:11,rmkubinec,https://twitter.com/rmkubinec/status/1333763578428526593,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras @hadleywickham Check out the dplyr window functions, cummin, cummax, cumany and cumall. They don't seen useful at first but they can solve really tricky aggregation problems. https://t.co/aDpXqSB2Vx"
01/12/2020 14:12:19,InflationSquare,https://twitter.com/InflationSquare/status/1333760840995049472,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras @hadleywickham %$% makes using paste() easier (among other things). ; I use %T&gt;% View() at the end of %&gt;% chains a lot as well.; dplyr::dense_rank() is another good one that I wouldn't have come across if I didn't know the SQL equivalent.; dplyr::group_[keys, rows, indices] are neat as well"
01/12/2020 14:10:56,PRLPoliSci,https://twitter.com/PRLPoliSci/status/1333760492221902850,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras A lot of great ones in the thread so far! I'd also toss in `drop_na`"
01/12/2020 14:09:01,stateofstats,https://twitter.com/stateofstats/status/1333760011944783873,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras pivot_wider() and pivot_longer(), formerly spread() and gather(). Incredibly useful in converting messy data into something useable"
01/12/2020 14:04:45,Smith80D,https://twitter.com/Smith80D/status/1333758936869027840,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras @hadleywickham tidyr::fill() is the one that I find especially useful, for all those imported Excel files with row headings that are merged. Always assumed it existed, but didn't know its name until a colleague introduced us."
01/12/2020 14:03:10,wzzerd,https://twitter.com/wzzerd/status/1333758541090480131,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras @hadleywickham When you don't teach case_when, students will go years nesting ifelse like absolute chumps! Alternatively, to relabel discrete data I like to left_join with a crosswalk table so the associations are not hardcoded in the script."
01/12/2020 14:02:58,Dorialexander,https://twitter.com/Dorialexander/status/1333758490456756224,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras dplyr::lead and dplyr::lag Very practical especially within groups and yet they can be a bit tricky since it obviously raise NAs on first/last rows."
01/12/2020 14:01:23,LuisDVerde,https://twitter.com/LuisDVerde/status/1333758091482046465,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras @hadleywickham tibble::enframe()"
01/12/2020 13:58:31,sebvanliempd,https://twitter.com/sebvanliempd/status/1333757370858606594,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras pivot_longer(); pivot_wider()"
01/12/2020 13:57:27,kjhealy,https://twitter.com/kjhealy/status/1333757100477050889,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras @hadleywickham case_when()"
01/12/2020 13:51:54,Laserhedvig,https://twitter.com/Laserhedvig/status/1333755705900281857,https://twitter.com/tladeras/status/1333480918158254082,"@tladeras Oh man I use distinct() so much, especially with arrange() before and .keep_all = T"
